"filename", "language", "Rust", "Markdown", "Shell Script", "YAML", "Docker", "JSON", "Python", "TypeScript", "JSON with Comments", "Go", "DTD", "TypeScript JSX", "CSS", "XML", "JavaScript", "HTML", "CSV", "Kotlin", "C++", "Java Properties", "pip requirements", "WebAssembly Text Format", "comment", "blank", "total"
"/Users/nasakim/projects/zeroclaw/.github/release/ghcr-tag-policy.json", "JSON", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"/Users/nasakim/projects/zeroclaw/.github/release/ghcr-vulnerability-policy.json", "JSON", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/Users/nasakim/projects/zeroclaw/.github/release/nightly-owner-routing.json", "JSON", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/nasakim/projects/zeroclaw/.github/release/prerelease-stage-gates.json", "JSON", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"/Users/nasakim/projects/zeroclaw/.github/release/release-artifact-contract.json", "JSON", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"/Users/nasakim/projects/zeroclaw/.github/security/deny-ignore-governance.json", "JSON", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"/Users/nasakim/projects/zeroclaw/.github/security/gitleaks-allowlist-governance.json", "JSON", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 57
"/Users/nasakim/projects/zeroclaw/.github/security/unsafe-audit-governance.json", "JSON", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/nasakim/projects/zeroclaw/.github/workflows/README.md", "Markdown", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 36
"/Users/nasakim/projects/zeroclaw/.github/workflows/ci-canary-gate.yml", "YAML", 0, 0, 0, 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26, 331
"/Users/nasakim/projects/zeroclaw/.github/workflows/ci-change-audit.yml", "YAML", 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 161
"/Users/nasakim/projects/zeroclaw/.github/workflows/ci-provider-connectivity.yml", "YAML", 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 113
"/Users/nasakim/projects/zeroclaw/.github/workflows/ci-queue-hygiene.yml", "YAML", 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 153
"/Users/nasakim/projects/zeroclaw/.github/workflows/ci-reproducible-build.yml", "YAML", 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 150
"/Users/nasakim/projects/zeroclaw/.github/workflows/ci-rollback.yml", "YAML", 0, 0, 0, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 259
"/Users/nasakim/projects/zeroclaw/.github/workflows/ci-run.yml", "YAML", 0, 0, 0, 423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40, 467
"/Users/nasakim/projects/zeroclaw/.github/workflows/ci-supply-chain-provenance.yml", "YAML", 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 126
"/Users/nasakim/projects/zeroclaw/.github/workflows/deploy-web.yml", "YAML", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 57
"/Users/nasakim/projects/zeroclaw/.github/workflows/docs-deploy.yml", "YAML", 0, 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 34, 302
"/Users/nasakim/projects/zeroclaw/.github/workflows/feature-matrix.yml", "YAML", 0, 0, 0, 336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 39, 376
"/Users/nasakim/projects/zeroclaw/.github/workflows/main-branch-flow.md", "Markdown", 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 265
"/Users/nasakim/projects/zeroclaw/.github/workflows/nightly-all-features.yml", "YAML", 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 188
"/Users/nasakim/projects/zeroclaw/.github/workflows/pages-deploy.yml", "YAML", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 65
"/Users/nasakim/projects/zeroclaw/.github/workflows/pr-auto-response.yml", "YAML", 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 95
"/Users/nasakim/projects/zeroclaw/.github/workflows/pr-check-stale.yml", "YAML", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 51
"/Users/nasakim/projects/zeroclaw/.github/workflows/pr-check-status.yml", "YAML", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 38
"/Users/nasakim/projects/zeroclaw/.github/workflows/pr-intake-checks.yml", "YAML", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 38
"/Users/nasakim/projects/zeroclaw/.github/workflows/pr-label-policy-check.yml", "YAML", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 82
"/Users/nasakim/projects/zeroclaw/.github/workflows/pr-labeler.yml", "YAML", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 57
"/Users/nasakim/projects/zeroclaw/.github/workflows/pub-docker-img.yml", "YAML", 0, 0, 0, 313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40, 354
"/Users/nasakim/projects/zeroclaw/.github/workflows/pub-prerelease.yml", "YAML", 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23, 262
"/Users/nasakim/projects/zeroclaw/.github/workflows/pub-release.yml", "YAML", 0, 0, 0, 573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 66, 646
"/Users/nasakim/projects/zeroclaw/.github/workflows/scripts/ci_human_review_guard.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 2, 9, 62
"/Users/nasakim/projects/zeroclaw/.github/workflows/scripts/ci_license_file_owner_guard.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 1, 12, 55
"/Users/nasakim/projects/zeroclaw/.github/workflows/scripts/lint_feedback.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 9, 8, 91
"/Users/nasakim/projects/zeroclaw/.github/workflows/scripts/pr_auto_response_contributor_tier.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 1, 14, 133
"/Users/nasakim/projects/zeroclaw/.github/workflows/scripts/pr_auto_response_labeled_routes.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 1, 11, 95
"/Users/nasakim/projects/zeroclaw/.github/workflows/scripts/pr_check_status_nudge.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 1, 25, 162
"/Users/nasakim/projects/zeroclaw/.github/workflows/scripts/pr_intake_checks.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 2, 17, 201
"/Users/nasakim/projects/zeroclaw/.github/workflows/scripts/pr_labeler.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 725, 0, 0, 0, 0, 0, 0, 0, 2, 79, 806
"/Users/nasakim/projects/zeroclaw/.github/workflows/scripts/test_benchmarks_pr_comment.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 3, 8, 58
"/Users/nasakim/projects/zeroclaw/.github/workflows/sec-audit.yml", "YAML", 0, 0, 0, 620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 61, 683
"/Users/nasakim/projects/zeroclaw/.github/workflows/sec-codeql.yml", "YAML", 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 138
"/Users/nasakim/projects/zeroclaw/.github/workflows/sec-vorpal-reviewdog.yml", "YAML", 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 192
"/Users/nasakim/projects/zeroclaw/.github/workflows/sync-contributors.yml", "YAML", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25, 118
"/Users/nasakim/projects/zeroclaw/.github/workflows/test-benchmarks.yml", "YAML", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 54
"/Users/nasakim/projects/zeroclaw/.github/workflows/test-e2e.yml", "YAML", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 62
"/Users/nasakim/projects/zeroclaw/.github/workflows/test-fuzz.yml", "YAML", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 76
"/Users/nasakim/projects/zeroclaw/.github/workflows/test-self-hosted.yml", "YAML", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 91
"/Users/nasakim/projects/zeroclaw/.github/workflows/workflow-sanity.yml", "YAML", 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 108
"/Users/nasakim/projects/zeroclaw/.markdownlint-cli2.yaml", "YAML", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/nasakim/projects/zeroclaw/AGENTS.md", "Markdown", 0, 407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 552
"/Users/nasakim/projects/zeroclaw/CHANGELOG.md", "Markdown", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 71
"/Users/nasakim/projects/zeroclaw/CLA.md", "Markdown", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 133
"/Users/nasakim/projects/zeroclaw/CLAUDE.md", "Markdown", 0, 395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 536
"/Users/nasakim/projects/zeroclaw/CODE_OF_CONDUCT.md", "Markdown", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 129
"/Users/nasakim/projects/zeroclaw/CONTRIBUTING.el.md", "Markdown", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 94
"/Users/nasakim/projects/zeroclaw/CONTRIBUTING.md", "Markdown", 0, 392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 547
"/Users/nasakim/projects/zeroclaw/Dockerfile", "Docker", 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 20, 146
"/Users/nasakim/projects/zeroclaw/PR_DESCRIPTION_UPDATE.md", "Markdown", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 52
"/Users/nasakim/projects/zeroclaw/README.md", "Markdown", 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 197
"/Users/nasakim/projects/zeroclaw/RUN_TESTS.md", "Markdown", 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 306
"/Users/nasakim/projects/zeroclaw/SECURITY.md", "Markdown", 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 243
"/Users/nasakim/projects/zeroclaw/TESTING_TELEGRAM.md", "Markdown", 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 356
"/Users/nasakim/projects/zeroclaw/TRADEMARK.md", "Markdown", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 130
"/Users/nasakim/projects/zeroclaw/benches/agent_benchmarks.rs", "Rust", 289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 36, 351
"/Users/nasakim/projects/zeroclaw/bootstrap.sh", "Shell Script", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 6
"/Users/nasakim/projects/zeroclaw/build.rs", "Rust", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 81
"/Users/nasakim/projects/zeroclaw/clients/android-bridge/src/lib.rs", "Rust", 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 44, 306
"/Users/nasakim/projects/zeroclaw/clients/android-bridge/uniffi-bindgen.rs", "Rust", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/nasakim/projects/zeroclaw/clients/android/README.md", "Markdown", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 109
"/Users/nasakim/projects/zeroclaw/clients/android/SIZE.md", "Markdown", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 98
"/Users/nasakim/projects/zeroclaw/clients/android/app/build.gradle.kts", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 16, 24, 141
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 130
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/java/ai/zeroclaw/android/MainActivity.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 0, 0, 0, 0, 1, 15, 213
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/java/ai/zeroclaw/android/ShareHandler.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 17, 16, 105
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/java/ai/zeroclaw/android/ZeroClawApp.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 12, 18, 117
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/java/ai/zeroclaw/android/accessibility/AccessibilityUtils.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 33, 13, 124
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/java/ai/zeroclaw/android/bridge/ZeroClawBridge.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 51, 13, 111
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/java/ai/zeroclaw/android/data/SettingsRepository.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 16, 20, 157
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/java/ai/zeroclaw/android/receiver/BootReceiver.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 13, 12, 82
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/java/ai/zeroclaw/android/service/ZeroClawService.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 18, 22, 130
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/java/ai/zeroclaw/android/tile/ZeroClawTileService.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 16, 20, 121
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/java/ai/zeroclaw/android/ui/SettingsScreen.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 297, 0, 0, 0, 0, 9, 20, 326
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/java/ai/zeroclaw/android/ui/theme/Theme.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 1, 9, 79
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/java/ai/zeroclaw/android/util/BatteryUtils.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 33, 13, 142
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/java/ai/zeroclaw/android/widget/ZeroClawWidget.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 25, 17, 129
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/java/ai/zeroclaw/android/worker/HeartbeatWorker.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 30, 24, 142
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/res/drawable/ic_launcher_foreground.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/res/drawable/ic_notification.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/res/drawable/widget_background.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/res/drawable/widget_button_background.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/res/layout/widget_zeroclaw.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 49
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/res/values/strings.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 19
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/res/values/themes.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/nasakim/projects/zeroclaw/clients/android/app/src/main/res/xml/widget_info.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
